File_Number,Filename,Analysis_Date,Title,Album,Artist,Genre,Duration_Seconds,Sample_Rate,Estimated_Key,Key_Confidence,Average_Pitch,Pitch_Std,Pitch_Range,Tempo_BPM,Beat_Regularity,Beat_Average_Interval,Beat_Density,Beat_Strength,Average_Spectral_Centroid,Spectral_Centroid_Std,Average_Spectral_Rolloff,Average_Spectral_Bandwidth,Spectral_Contrast_Mean,Spectral_Contrast_Std,Spectral_Entropy,RMS_Energy_Mean,RMS_Energy_Std,Dynamic_Range,Peak_Energy,Valley_Energy,Crest_Factor,Harmonic_Energy,Percussive_Energy,Harmonic_Ratio,Tonal_Energy_Ratio,Average_Chroma,Chroma_Std,Chroma_Max,Chroma_Min,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Std,MFCC_1_Mean,MFCC_1_Std,MFCC_1_Delta_Mean,MFCC_1_Delta2_Mean,MFCC_2_Mean,MFCC_2_Std,MFCC_2_Delta_Mean,MFCC_2_Delta2_Mean,MFCC_3_Mean,MFCC_3_Std,MFCC_3_Delta_Mean,MFCC_3_Delta2_Mean,MFCC_4_Mean,MFCC_4_Std,MFCC_4_Delta_Mean,MFCC_4_Delta2_Mean,MFCC_5_Mean,MFCC_5_Std,MFCC_5_Delta_Mean,MFCC_5_Delta2_Mean,MFCC_6_Mean,MFCC_6_Std,MFCC_6_Delta_Mean,MFCC_6_Delta2_Mean,MFCC_7_Mean,MFCC_7_Std,MFCC_7_Delta_Mean,MFCC_7_Delta2_Mean,MFCC_8_Mean,MFCC_8_Std,MFCC_8_Delta_Mean,MFCC_8_Delta2_Mean,MFCC_9_Mean,MFCC_9_Std,MFCC_9_Delta_Mean,MFCC_9_Delta2_Mean,MFCC_10_Mean,MFCC_10_Std,MFCC_10_Delta_Mean,MFCC_10_Delta2_Mean,MFCC_11_Mean,MFCC_11_Std,MFCC_11_Delta_Mean,MFCC_11_Delta2_Mean,MFCC_12_Mean,MFCC_12_Std,MFCC_12_Delta_Mean,MFCC_12_Delta2_Mean,MFCC_13_Mean,MFCC_13_Std,MFCC_13_Delta_Mean,MFCC_13_Delta2_Mean,Onset_Rate,Onset_Strength_Mean,Onset_Strength_Std,Groove_Consistency,Pulse_Clarity
1,01 Frank Sinatra.flac,2024-11-12 08:26:16,Frank Sinatra,Fashion Nugget,CAKE,Indie / Alternative,241.08,44100,G,14.789962359791993,1320.593994140625,1035.303466796875,3854.248291015625,114.84375,0.021297317755449196,0.5236738854563232,1.8126762900282063,1.1674673557281494,2313.019504105096,1432.225410518025,4539.792379943716,2861.4229545664916,18.676650350866428,6.172161250646773,-79018760.0,0.17553681135177612,0.09614060074090958,0.416928768157959,0.416928768157959,0.0,4.687936782836914,0.025309376418590546,0.0052541447803378105,4.817030553021847,0.6318441510639611,0.4569794833660126,0.2899389863014221,1.0,0.0,0.04835127185919817,0.048675168574729796,-182.8579559326172,110.45001983642578,1.4696642791633963e-09,3.6741606979084906e-10,150.61065673828125,56.02580261230469,2.204496363233943e-09,1.3778101992656389e-09,-27.677974700927734,28.2453556060791,-1.285956230390184e-09,-4.363065742030159e-10,42.274044036865234,23.743635177612305,-1.6533723279366086e-09,7.003868596200391e-10,7.364316463470459,18.905153274536133,1.1022481816169716e-09,-6.42978115195092e-10,13.082192420959473,15.581649780273438,-1.6533723279366086e-09,5.855693707701448e-10,6.695562839508057,13.08638858795166,-1.4926277991378356e-09,-3.444525498164097e-10,7.107500076293945,12.999845504760742,-7.807591240194256e-10,-2.2963504361928067e-11,-0.4500863552093506,10.446245193481445,-1.60744528798773e-10,-6.200145952206526e-10,-0.28850167989730835,9.293022155761719,3.21489057597546e-10,2.0093066099846624e-10,-3.684131622314453,9.894543647766113,-2.296350332109398e-10,-5.051971063707583e-10,1.0398675203323364,9.603254318237305,-5.051971063707583e-10,6.889051135106072e-11,1.0682547092437744,8.102556228637695,-2.5259855318537916e-10,5.166788108468268e-10,3.3432885349261654,1.1674673557281494,1.6878350973129272,0.049907436133585815,0.12785905599594116
7,07 I Will Survive.flac,2024-11-12 08:26:26,I Will Survive,Fashion Nugget,CAKE,Indie / Alternative,310.68,44100,C,16.716356322646142,1264.38525390625,966.369140625,3854.412353515625,191.40625,0.012827140961029552,0.3107663468806326,3.1414960731299084,1.1770464181900024,3222.3162171050894,1567.4431924286066,6955.6897136876405,3937.732201963232,18.271654887369642,5.725124192816068,-128513264.0,0.20859231054782867,0.08916649222373962,0.4314578175544739,0.4314578175544739,0.0,4.4080891609191895,0.03212646394968033,0.0062729474157094955,5.121430375310051,0.6242764331591861,0.4236147105693817,0.30017685890197754,1.0,0.0,0.059406256568806055,0.049647974935173096,-115.86248016357422,95.78304290771484,1.140417760225887e-09,3.0470534984061715e-09,126.8465805053711,37.524139404296875,1.9957309138618484e-09,-1.862088261361805e-09,-12.904212951660156,29.11944580078125,9.265894163057453e-10,-1.4967982409075375e-09,26.50562858581543,22.202281951904297,-8.55313264658264e-10,-9.087703922716628e-10,-4.847161293029785,15.078304290771484,3.5638055007058966e-11,-6.236659105818276e-11,15.25136947631836,14.938578605651855,1.4255222002823587e-10,2.4501162210199823e-10,1.1262481212615967,12.84525203704834,2.8510444005647173e-10,7.038515326129868e-10,13.325408935546875,9.980467796325684,-6.414849762492736e-10,-4.811137044313796e-10,-4.396695613861084,8.568140029907227,3.385615121587193e-10,1.9600929213048346e-10,0.9601874947547913,9.003009796142578,2.3164735407643633e-10,1.6928075607935966e-10,-8.583404541015625,8.434435844421387,8.196752165900989e-10,-8.01856220311592e-11,5.101571083068848,8.827112197875977,-1.2473318211636553e-10,-3.251972302553696e-10,-0.3928200900554657,8.007635116577148,2.672854160223892e-10,-5.768909794312549e-10,5.475086906141367,1.1770464181900024,1.1973857879638672,0.0469524203496414,0.12477026879787445
14,14 Sad Songs And Waltzes.flac,2024-11-12 08:26:36,Sad Songs And Waltzes,Fashion Nugget,CAKE,Indie / Alternative,195.94666666666666,44100,A,12.037333740801007,858.1005859375,729.5469360351562,3854.23095703125,112.34714673913044,0.03768604395368372,0.5399347381228915,1.679028307022319,0.8643662929534912,1960.5666981001293,1665.510734688097,3608.1281643680013,2951.951516503401,20.5975388738468,6.033806592819227,-38270996.0,0.13932858407497406,0.06827640533447266,0.38051608204841614,0.38051608204841614,0.0,5.46976375579834,0.01963093690574169,0.0011250560637563467,17.448850589109934,0.8154101967254679,0.37394362688064575,0.30447065830230713,1.0,0.0,0.03643547860010072,0.06269752472403632,-248.69798278808594,86.26517486572266,1.8081276476067387e-09,3.001774523392342e-11,153.2083282470703,47.08966827392578,5.424382720775611e-09,-6.497958837670126e-10,14.187507629394531,28.104799270629883,-1.921135694971099e-09,-6.215438719259225e-10,22.963407516479492,31.81932258605957,9.040638238033694e-10,-7.204258301030109e-10,4.571516036987305,21.558029174804688,1.5821116639003208e-09,8.475598001211893e-10,16.012523651123047,17.800033569335938,-3.390239200484757e-10,3.1430344438199143e-10,-7.246067523956299,14.1620454788208,1.1300797797542117e-10,-1.0523867333134262e-09,0.698647677898407,16.439958572387695,-1.6951196002423785e-10,-1.5891746252272299e-10,-5.734493732452393,13.180131912231445,-1.0170717601454271e-09,-8.510913085402194e-10,-7.300710201263428,14.157377243041992,-4.520319119016847e-10,6.074178937609531e-10,-12.856266975402832,11.854512214660645,5.085358800727136e-10,-7.062998796936171e-11,-6.577548503875732,14.290750503540039,-7.910558319501604e-10,8.758118119622793e-10,-7.8047404289245605,11.966867446899414,7.910558319501604e-10,1.73043468443268e-10,3.1028851388132828,0.8643662929534912,0.9081613421440125,0.03986886738519183,0.15681910514831543
13,13 Italian Leather Sofa.flac,2024-11-12 08:26:57,Italian Leather Sofa,Fashion Nugget,CAKE,Indie / Alternative,352.4533333333333,44100,C,18.918557497769594,1390.2479248046875,984.5001220703125,3854.411376953125,105.46875,0.03860701086532763,0.5743174448391416,1.665468714534312,1.1375454664230347,2623.6779782575068,1377.6129810195662,5171.606086636965,3244.3575004976956,18.69807011365857,6.271290696487489,-133123432.0,0.19010977447032928,0.08096831291913986,0.3855205774307251,0.3855205774307251,0.0,4.526358127593994,0.026423385366797447,0.005311275832355022,4.974960010236431,0.6188449914433066,0.3995767831802368,0.2949255108833313,1.0,0.0,0.056597101412724816,0.04960722642081309,-138.868896484375,96.38713836669922,4.021026178691045e-09,-4.1466834410641695e-09,144.10772705078125,43.16807556152344,2.0105130893455225e-09,1.162327900594562e-09,-29.527986526489258,26.007417678833008,3.141426563324501e-10,-2.1989986220827262e-10,20.4118595123291,20.226240158081055,1.2565706253298004e-09,8.167709286688307e-10,-3.2678370475769043,16.16244888305664,-7.53942408504571e-10,2.9843552629138514e-10,14.354768753051758,16.85553550720215,6.282853126649002e-10,-4.319461732738006e-10,-2.6607861518859863,14.575451850891113,1.2251564207588217e-09,-8.795994488330905e-10,8.777519226074219,13.650580406188965,0.0,1.2565706808409516e-10,-5.858253002166748,10.579051971435547,-5.968710525827703e-10,1.6492490706454532e-10,-2.94696307182312,12.176288604736328,-5.340425324185105e-10,-1.8063203710561027e-10,-7.810887813568115,11.113819122314453,-4.3979972441654525e-10,-9.738422290794801e-10,3.2885730266571045,12.586596488952637,1.8848560212614274e-10,3.141426702102379e-11,-2.661144256591797,10.24074935913086,4.240925943754803e-10,-4.5943365778455814e-10,4.823333585533782,1.1375454664230347,1.2302751541137695,0.04627432907440021,0.12946943938732147
3,03 Never There.flac,2024-11-12 08:27:55,Never There,Prolonging The Magic,CAKE,Indie / Alternative,164.26666666666668,44100,C,17.489626998126507,1166.9549560546875,988.5867919921875,3854.298828125,126.04801829268293,0.018166548320247326,0.47390476190476194,1.9541396103896103,1.4409154653549194,2415.788217879901,1402.5014605151434,5097.505303488762,3210.543438615287,18.855336068401783,7.364712896628432,-55497464.0,0.19046847522258759,0.10034119337797165,0.48194605112075806,0.4820325970649719,8.65567781147547e-05,4.591858863830566,0.023491479456424713,0.009546802379190922,2.460664657892407,0.5068564258014938,0.5203810334205627,0.28369319438934326,1.0,0.00017680376186035573,0.04363969240317337,0.0409893962308676,-171.98480224609375,102.42193603515625,-0.0005808541900478303,1.5897761841188185e-05,137.52638244628906,48.49582290649414,-0.0008178663556464016,2.1650139387929812e-05,-5.04892635345459,27.69219398498535,-0.0008071822812780738,1.9173174223396927e-05,42.659427642822266,26.980911254882812,-0.0007896434399299324,1.514299219707027e-05,0.2675296664237976,20.17394256591797,-0.0007656464586034417,9.698777830635663e-06,20.9029541015625,15.408156394958496,-0.0007357264985330403,3.024473471668898e-06,-3.8991940021514893,15.701212882995605,-0.0007005469524301589,-4.6515465328411665e-06,10.746881484985352,13.342418670654297,-0.0006608631811104715,-1.3068553016637452e-05,-0.040113672614097595,12.30291748046875,-0.000617523561231792,-2.1942041712463833e-05,1.5241776704788208,12.066866874694824,-0.0005714255967177451,-3.0978651921031997e-05,1.314634084701538,11.774297714233398,-0.0005234952550381422,-3.9880087570054457e-05,3.871713161468506,11.384675979614258,-0.0004746564372908324,-4.835789150092751e-05,-0.8236047625541687,10.639701843261719,-0.00042581348679959774,-5.614840847556479e-05,5.351055194805195,1.4409154653549194,2.283123731613159,0.04008233711029848,0.18769992887973785
1,01 Satan Is My Motor.flac,2024-11-12 08:28:09,Satan Is My Motor,Prolonging The Magic,CAKE,Indie / Alternative,192.06666666666666,44100,E,18.47363867287889,1371.63623046875,992.069091796875,3854.206787109375,103.359375,0.025633332569573914,0.585998329156224,1.6869142658799028,1.26564359664917,3425.2879596424204,1454.8515063147743,7211.332280585107,4036.629185865148,17.38094888306912,5.42120489338723,-65377724.0,0.1773756444454193,0.06575820595026016,0.4156324863433838,0.4156324863433838,0.0,5.165714740753174,0.018886491656303406,0.007630111649632454,2.475257542225797,0.5277339524050952,0.4503430128097534,0.2914590537548065,1.0,0.0,0.06630900104456298,0.05297571657381526,-113.60159301757812,79.19282531738281,6.714457185807987e-07,-2.4210784488332138e-08,120.7340316772461,40.513282775878906,9.67509095062269e-07,-3.873725518133142e-08,-16.628719329833984,23.56865882873535,9.594388075129245e-07,-3.5833402023399685e-08,30.15041732788086,17.79387092590332,9.511379630566807e-07,-3.572531781514954e-08,-1.4501769542694092,16.45207405090332,9.377643550578796e-07,-3.702232476143763e-08,18.7025089263916,12.480339050292969,9.203556601278251e-07,-3.507681611836233e-08,-7.184947967529297,11.445430755615234,9.021399591802037e-07,-3.464447928536174e-08,9.572121620178223,10.423476219177246,8.768915336077043e-07,-3.463367193035083e-08,-1.9090487957000732,9.485688209533691,8.535742495041632e-07,-3.200723242002823e-08,3.8658981323242188,9.247262954711914,8.228784622588137e-07,-3.070302057039953e-08,-3.7072713375091553,8.714323043823242,7.914044317658409e-07,-2.9564537484816356e-08,3.6489038467407227,8.993404388427734,7.547567975052516e-07,-2.9153818914551266e-08,-2.4740872383117676,8.608521461486816,7.159474648688047e-07,-2.7546972702907624e-08,4.430753210690733,1.26564359664917,1.549114465713501,0.03775776362384797,0.11575733870267868
11,11 Let Me Go.flac,2024-11-12 08:28:11,Let Me Go,Prolonging The Magic,CAKE,Indie / Alternative,209.69333333333333,44100,A,17.685478764469934,1357.658203125,950.3408813476562,3854.26953125,109.95678191489361,0.017511915496297235,0.5498703348742812,1.7310993832262989,1.308130145072937,3903.278777520238,1874.9811069986529,8473.63851118716,4401.036512813856,18.073758696275863,5.548336808273616,-70058088.0,0.16727925837039948,0.08185652643442154,0.4415147304534912,0.4415147304534912,0.0,5.0691657066345215,0.016924811527132988,0.008240550756454468,2.0538446788270854,0.4879737363620241,0.4498693645000458,0.2951611876487732,1.0,0.0,0.07890181107954546,0.06315078512597762,-130.2557373046875,101.50206756591797,-3.3792024733969583e-09,2.5872020081862956e-09,109.22187805175781,44.74485397338867,-8.448006183492396e-10,1.5840011524659303e-09,-9.619539260864258,25.38953399658203,1.0560007729365495e-10,-1.3200010529068607e-10,19.631994247436523,23.028902053833008,-2.3232018531160747e-09,-2.112001545873099e-10,0.49759092926979065,19.096372604370117,-1.9008015161858793e-09,-2.6664019880939804e-09,27.314279556274414,16.743030548095703,-2.112001545873099e-10,3.1680022494207094e-10,0.41580116748809814,13.75527572631836,9.504007580929397e-10,-8.712006671629524e-10,9.079535484313965,10.517618179321289,1.0560008423254885e-09,1.3332009940469902e-09,-5.934820652008057,9.807090759277344,1.1088008289306117e-09,5.214003673259526e-10,1.4176013469696045,10.626933097839355,-4.224003091746198e-10,-4.686003252096782e-10,-6.518630504608154,9.920097351074219,-5.2800038646827474e-11,3.6960026705834537e-10,4.573183536529541,9.29802417755127,-3.4320024600020815e-10,-9.504007580929397e-10,-4.054527759552002,8.288067817687988,5.280004211627443e-10,-2.442001878488753e-10,5.107458510841228,1.308130145072937,1.6546728610992432,0.03112520034848233,0.17434172332286835
10,10 Alpha Beta Parking Lot.flac,2024-11-12 08:28:11,Alpha Beta Parking Lot,Prolonging The Magic,CAKE,Indie / Alternative,210.06666666666666,44100,G,19.3777352044213,1043.845458984375,842.6478881835938,3854.43017578125,95.703125,0.01814626115593811,0.6349182713259027,1.4662012059663598,1.2000508308410645,3174.414788938987,1608.6033472497174,7093.012593845853,4213.893674646533,17.81003734429853,5.860397541342754,-78919584.0,0.19306541979312897,0.07096773386001587,0.4140625298023224,0.4140625298023224,0.0,4.537038803100586,0.02228098176419735,0.0068497727625072,3.2528059267708205,0.526593906759743,0.4637429118156433,0.2875107526779175,1.0,0.0,0.054638844584185366,0.04591506396843145,-125.61864471435547,96.91981506347656,-1.686613182450003e-09,-5.059839214283102e-09,127.6048583984375,39.07941818237305,4.216532900613856e-09,2.1082664780625038e-10,7.053463935852051,23.853965759277344,-1.686613182450003e-09,9.487198804336572e-10,30.992324829101562,18.661088943481445,2.529919607141551e-09,-6.193032753287753e-10,1.3909544944763184,16.774200439453125,-8.960132080737537e-10,-3.425932870726456e-10,18.118574142456055,12.41080093383789,4.743599402168286e-10,1.4494332123415887e-10,1.057847261428833,12.22438907623291,6.851865741452912e-10,-8.433065912250015e-10,13.749590873718262,9.667777061462402,-9.487198804336572e-10,1.31766653144183e-10,-2.542365074157715,9.505134582519531,2.8988664246831775e-10,6.983632561130548e-10,5.913639068603516,9.485259056091309,3.689466232525973e-10,7.774232368973344e-10,-2.611989736557007,8.075937271118164,-3.689466232525973e-10,7.905998772317346e-11,7.2904372215271,8.264307022094727,1.0541332390312519e-10,1.3506082363612393e-10,-2.4569945335388184,7.908257961273193,7.905998772317346e-11,1.5482581883219382e-10,3.998730561726436,1.2000508308410645,1.5066859722137451,0.05418153868790839,0.12776274979114532
12,12 Cool Blue Reason.flac,2024-11-12 08:28:14,Cool Blue Reason,Prolonging The Magic,CAKE,Indie / Alternative,207.86666666666667,44100,G,14.212175393409497,1202.9727783203125,1013.33251953125,3854.388671875,166.70866935483872,0.012866498257565437,0.36250571016285305,2.6507376523412445,1.0612156391143799,2582.9273952880585,1427.8199135022774,5491.718444568556,3458.751911528575,18.589044502835822,5.869390364134054,-60219848.0,0.17227351665496826,0.0740361362695694,0.4806036055088043,0.4806036055088043,0.0,5.271927833557129,0.02239971235394478,0.0038418127223849297,5.830505906854523,0.637057875553337,0.5018693208694458,0.28251779079437256,1.0,0.0,0.043056288833426416,0.032013915074762145,-164.6752166748047,95.30970001220703,0.0,-5.539353864492114e-09,140.60064697265625,46.61332321166992,8.522082484141436e-10,2.476730376343994e-09,-12.249835968017578,26.64370346069336,4.261041297581869e-09,4.127883868054738e-10,36.58861541748047,17.825878143310547,-8.522082484141436e-10,1.7709953503697307e-09,13.04788875579834,16.3020076751709,8.788397787284907e-10,-5.059986873945377e-10,14.844137191772461,14.817713737487793,-5.326301621977336e-10,-7.057349704631122e-10,0.33845752477645874,10.872537612915039,-1.0652603243954673e-09,1.997363108241501e-10,10.779274940490723,10.605623245239258,-5.326301552588397e-11,7.856295058950025e-10,4.6051025390625,8.8340482711792,6.391562279439711e-10,-2.6631507762941986e-11,1.3698550462722778,8.784377098083496,-3.1957811397198554e-10,5.459458995993316e-10,0.5575864911079407,8.460821151733398,-1.3315753881470993e-11,6.524719653455691e-10,4.812928676605225,8.988365173339844,-2.130520621035359e-10,-5.992089602280259e-10,1.7303282022476196,9.55759334564209,2.663150810988668e-10,-1.331575405494334e-10,3.1221937139191787,1.0612156391143799,1.4967361688613892,0.04140850526300823,0.14583133161067963
4,04 Guitar.flac,2024-11-12 08:28:17,Guitar,Prolonging The Magic,CAKE,Indie / Alternative,220.93333333333334,44100,C,22.928120373398063,1194.9105224609375,870.0986938476562,3854.16552734375,99.38401442307692,0.016958614745473083,0.6085842737865859,1.5706095353047675,1.3254855871200562,2942.9110645367205,1352.6656447158284,6387.336447590975,3950.830882973537,17.92894747624684,6.059161868391392,-68140792.0,0.1711300164461136,0.06715288758277893,0.46620097756385803,0.4662514925003052,5.051774132880382e-05,5.377377986907959,0.019142456352710724,0.005057368893176317,3.785062228708008,0.5664170951150711,0.45606541633605957,0.2908506691455841,1.0,0.00014948709576856345,0.051360311022070414,0.028849997739268815,-138.17593383789062,87.16358947753906,0.0003881858428940177,-7.961090886965394e-05,139.6103973388672,40.427734375,0.0005329314735718071,-0.00010589278099359944,-9.54017162322998,23.370746612548828,0.0004876519087702036,-8.777264156378806e-05,14.625853538513184,18.703916549682617,0.00042096187826246023,-6.330979522317648e-05,8.542413711547852,16.9022274017334,0.00034340695128776133,-3.874919639201835e-05,18.155366897583008,12.039458274841309,0.0002658811863511801,-1.939745015988592e-05,-0.09325516223907471,10.390734672546387,0.00019797676941379905,-8.382718078792095e-06,13.523174285888672,9.53370189666748,0.0001471305004088208,-6.548755663970951e-06,2.870382308959961,8.789898872375488,0.00011802346125477925,-1.3069678971078247e-05,7.808719635009766,8.615497589111328,0.0001116828279918991,-2.6068284569191746e-05,-3.506718873977661,8.552078247070312,0.0001244371524080634,-4.2831805330934e-05,8.075235366821289,8.769712448120117,0.00014765714877285063,-5.98091610299889e-05,3.7883970737457275,6.838073253631592,0.00016923515067901462,-7.287418702617288e-05,5.703077851538926,1.3254855871200562,1.74042546749115,0.031944592156066855,0.17594248056411743
2,02 Mexico.flac,2024-11-12 08:28:19,Mexico,Prolonging The Magic,CAKE,Indie / Alternative,206.4,44100,C,13.508656295597554,979.4804077148438,725.007568359375,3853.8447265625,147.65625,0.014481764460085015,0.4041366491951972,2.369186046511628,1.0624650716781616,2369.81104458978,1511.154467000845,4885.97438888215,3322.6624799357564,19.316770599546526,5.698310170077821,-62565580.0,0.170552060008049,0.06869928538799286,0.44373053312301636,0.4437329173088074,2.384185791015625e-06,5.134414196014404,0.02178860269486904,0.004265483468770981,5.108120179946449,0.6444819911421339,0.4142523407936096,0.29658669233322144,1.0,0.0022733097430318594,0.04256462297150973,0.03168173987743376,-168.67648315429688,100.40692901611328,0.0004949639551341534,-2.2129181161290035e-05,156.14451599121094,46.29828643798828,0.0006969154346734285,-3.136090890620835e-05,3.7822299003601074,24.970291137695312,0.0006878064596094191,-3.1536430469714105e-05,17.272035598754883,22.65142822265625,0.0006728649022988975,-3.175405799993314e-05,-6.200685024261475,18.701183319091797,0.0006524720229208469,-3.1919244065647945e-05,16.234167098999023,12.88022232055664,0.0006271714228205383,-3.189917333656922e-05,-0.4079402685165405,12.81273365020752,0.0005976656684651971,-3.154666774207726e-05,7.217952728271484,11.077678680419922,0.0005648030783049762,-3.071095125051215e-05,-2.0088820457458496,9.1412992477417,0.0005295408191159368,-2.9248627470224164e-05,1.6371055841445923,9.201018333435059,0.0004929000861011446,-2.7034988306695595e-05,-1.3247019052505493,9.453462600708008,0.00045590027002617717,-2.397868229309097e-05,8.870077133178711,9.357665061950684,0.0004195019428152591,-2.0029785446240567e-05,5.890962600708008,9.345333099365234,0.00038454949390143156,-1.518065073469188e-05,3.8420542635658914,1.0624650716781616,1.3984477519989014,0.041021154099190264,0.1877182573080063
9,09 Hem Of Your Garment.flac,2024-11-12 08:28:21,Hem Of Your Garment,Prolonging The Magic,CAKE,Indie / Alternative,215.90666666666667,44100,C,20.33258690258861,1329.5126953125,943.757568359375,3854.322509765625,120.18531976744185,0.011715982891011665,0.503558169030324,1.91749521398135,1.2917712926864624,3086.9683459879125,1989.8949280073016,6205.385839071826,3683.052645752578,16.96859341980414,5.2059978673753955,-26280150.0,0.09112755954265594,0.059221528470516205,0.34671178460121155,0.34671178460121155,0.0,8.86439037322998,0.0035458507481962442,0.004968389868736267,0.7136820520346852,0.30019967438293094,0.451364129781723,0.2936824560165405,1.0,0.0,0.07042230223624778,0.07910311786994172,-203.5769805908203,95.76012420654297,4.922984242483608e-09,4.666578679035638e-09,133.66883850097656,46.808616638183594,4.102486683699169e-10,-1.5897135829945341e-09,-20.160137176513672,29.955533981323242,6.15373030310451e-10,-1.794837889423917e-10,15.97309684753418,22.139389038085938,4.102486683699169e-10,1.205105459867184e-09,0.3958855867385864,20.14274787902832,8.461378819824006e-10,-1.6153541837482521e-09,9.762680053710938,15.610015869140625,1.230746060620902e-09,3.9742839574863353e-10,1.368539810180664,13.216058731079102,-5.384513945827507e-10,5.640919398253175e-10,6.745880126953125,11.887062072753906,-2.56405424670092e-10,1.858939252530334e-10,-1.5288764238357544,11.178704261779785,4.6152975885505043e-10,-2.724307446300145e-10,1.2218871116638184,10.880318641662598,-5.640919398253175e-10,-2.8204596991265873e-10,-0.10273057222366333,8.472502708435059,-2.0512433418495846e-10,-3.8460812312735015e-10,3.5193638801574707,8.521429061889648,-1.128183879650635e-09,9.743406081952344e-10,0.7168748378753662,8.500701904296875,-2.3076487942752522e-10,3.8460814394403187e-11,4.552893225467795,1.2917712926864624,1.7784003019332886,0.039489213266700636,0.18633124232292175
5,05 You Turn The Screws.flac,2024-11-12 08:28:22,You Turn The Screws,Prolonging The Magic,CAKE,Indie / Alternative,240.69333333333333,44100,C,18.72545967575908,1335.1458740234375,991.0772705078125,3854.3349609375,95.703125,0.016859863063951715,0.6298412698412699,1.483215156215378,1.2501072883605957,3739.8104579888254,1885.570593647796,8091.381508563904,4373.408887647358,17.003701313999212,5.349397101204188,-47568720.0,0.12245883047580719,0.06651588529348373,0.3480686545372009,0.3480871617794037,1.8504722902434878e-05,7.033924579620361,0.009261228144168854,0.004227726254612207,2.190593091264146,0.47686923763229566,0.4325205087661743,0.29853418469429016,1.0,0.00010303036833647639,0.07374664901330069,0.06095789072193116,-162.3055419921875,103.75408935546875,-0.0005356090841814876,-9.109912934945896e-05,113.12599182128906,41.41254806518555,-0.0007258935365825891,-0.0001230358611792326,-6.516571044921875,25.926259994506836,-0.0006415796233341098,-0.00010689542978070676,24.31085968017578,20.520458221435547,-0.0005305162630975246,-8.395701297558844e-05,5.258852481842041,15.326513290405273,-0.00042188671068288386,-5.914946086704731e-05,15.640422821044922,14.404436111450195,-0.0003354605578351766,-3.7568635889329016e-05,2.146465539932251,12.534451484680176,-0.00027561740716919303,-2.309406227141153e-05,6.773685455322266,11.281569480895996,-0.0002344778913538903,-1.7378444681526162e-05,-2.772653579711914,9.3541259765625,-0.00020098520326428115,-1.9639101083157584e-05,4.16825532913208,9.497310638427734,-0.00016963061352726072,-2.736096939770505e-05,-3.0424976348876953,9.295884132385254,-0.000143416749779135,-3.762241613003425e-05,2.1766576766967773,9.064973831176758,-0.00012990774121135473,-4.8338130000047386e-05,-0.16757941246032715,8.230960845947266,-0.0001337880821665749,-5.874230919289403e-05,4.640760026589851,1.2501072883605957,1.7575052976608276,0.04043092976424209,0.17868486046791077
8,08 When You Sleep.flac,2024-11-12 08:28:23,When You Sleep,Prolonging The Magic,CAKE,Indie / Alternative,238.33333333333334,44100,G,15.980122653187728,1274.6363525390625,1007.07666015625,3854.40869140625,109.95678191489361,0.014894511206130761,0.544518889316733,1.7832167832167831,1.2476216554641724,3243.08403136224,2027.3046603110135,6775.643841962133,3813.4059411040794,18.74464023973563,5.656451375900337,-51877584.0,0.13093604147434235,0.06751815229654312,0.3778276741504669,0.3778435289859772,1.5843626897549257e-05,6.7101874351501465,0.010274576023221016,0.005528651177883148,1.8584236022126221,0.473402698498731,0.4270620346069336,0.30550315976142883,1.0,0.00028917656163685024,0.06441502150920649,0.06393587565305116,-175.08631896972656,102.26824188232422,1.6337287433998426e-06,4.199158865958452e-06,123.73228454589844,46.087913513183594,3.2302934869221644e-06,5.787361715192674e-06,-7.588070392608643,26.34731674194336,5.567164862441132e-06,5.181402684684144e-06,31.308874130249023,24.783002853393555,8.246966899605468e-06,3.842407750198618e-06,2.1075971126556396,18.259235382080078,9.993303137889598e-06,1.7924654684975394e-06,15.274097442626953,17.40355682373047,9.805810805119108e-06,-4.415894352405303e-07,-2.016038656234741,14.35328483581543,7.239033493533498e-06,-2.155766651412705e-06,12.54764175415039,11.339116096496582,2.459373263263842e-06,-2.9737575459876098e-06,-0.7608520984649658,10.8119478225708,-3.8091691294539487e-06,-3.113604407189996e-06,0.5651816129684448,10.986958503723145,-1.0399481652711984e-05,-3.1440151815331774e-06,-2.6358747482299805,9.550474166870117,-1.5888439520495012e-05,-3.4556583159428556e-06,2.2906763553619385,9.188617706298828,-1.8921486116596498e-05,-3.956152795581147e-06,-3.2219748497009277,9.059406280517578,-1.8643777366378345e-05,-4.243674084136728e-06,4.623776223776224,1.2476216554641724,1.6413869857788086,0.0375343013877029,0.19592198729515076
